ctry,station_name,stid
SW,TRUBADUREN,025170nan
SW,NIDINGEN,025180nan
SW,RINGHALS (AUT),025190nan
SW,SATENAS,025200nan
SW,BERGARUD,025210nan
SW,ABRAUR,025230nan
SW,MOLLA,025240nan
SW,LANDVETTER,025260nan
SW,GOTEBORG/LANDVETTER,025270nan
SW,TANDADALEN,025280nan
SW,VARBERG           &,025290nan
SW,NASHUVUD,025300nan
SW,SKARA,025330nan
SW,SKOVDE,025350nan
SW,RANGEDALA,025360nan
SW,DALSJOFORS,025361nan
SW,HESTRA,025380nan
SW,ULLARED,025390nan
SW,KROPPEFJALL-GRANAN,025400nan
SW,SNAVLUNDA,025410nan
SW,HALLUM,025420nan
SW,FAGRE,025430nan
SW,KARLSBORG,025440nan
SW,AXSTAL,025450nan
SW,GARDSJO,025460nan
SW,VISINGSO,025480nan
SW,TOMTABACKEN,025490nan
SW,JONKOPING,025500nan
SW,MALEXANDER,025520nan
SW,KYMBO,025530nan
SW,HABO,025531nan
SW,KETTSTAKA,025540nan
SW,NASSJO,025550nan
SW,HAGSHULT,025560nan
SW,HORN,025570nan
SW,KOLMARDEN-STROMSFORS,025580nan
SW,GLADHAMMAR,025590nan
SW,ZINKGRUVAN,025600nan
SW,KVARN,025610nan
SW,MALMEN,025620nan
SW,SAAB,025625nan
SW,HARSTENA,025630nan
SW,ANGELHOLM,025635nan
SW,MALEXANDER,025640nan
SW,HULTSFRED,025650nan
SW,MALILLA,025660nan
SW,LANDSORT,025670nan
SW,ALLGUNNEN,025680nan
SW,NORRKOPING/BRAVALLA,025700nan
SW,KUNGSANGEN,025710nan
SW,NYKOPING/SKAVST AFB,025720nan
SW,NORRKOPING,025740nan
SW,OLANDS NORRA UDDE,025750nan
SW,GLADHAMMAR,025760nan
SW,STABBO (AUT),025800nan
SW,UTO ISLAND,025810nan
SW,LANDSORT (LGT-H),025820nan
SW,GUSTAF DALEN,025830nan
SW,GOTSKA SANDON,025840nan
SW,HARSTENA,025860nan
SW,FAROSUND-AR,025870nan
SW,FARO ISLAND,025880nan
SW,GOTSKA SANDON,025890nan
SW,VISBY,025900nan
SW,VISBY AEROLOGISKA STATION,025910nan
SW,OLANDS NORRA UDDE,025920nan
SW,VASTERGARN,025931nan
SW,STORA KARLSO(LGT-H),025940nan
SW,ROMA,025950nan
SW,HERRVIK,025960nan
FI,KAJAANI,025970nan
SW,OSTERGARNSHOLM,025980nan
SW,NASUDDEN,025990nan
SW,GLOMMEN,026000nan
SW,HALLANDSASEN,026020nan
SW,BROEN,026030nan
SW,HALMSTAD,026040nan
SW,HALLANDS VADERO,026050nan
SW,KULLEN (LGT-H),026060nan
SW,ANGELHOLM/BARKAKRA,026070nan
SW,RYNGE,026090nan
SW,ORJA (AUT),026100nan
SW,HELSINGBORG,026110nan
SW,OSKARSGRUNDET,026140nan
SW,FALSTERBO A,026150nan
SW,KLAGSHAMN (PORT),026151nan
SW,FALSTERBO,026160nan
SW,MAGLARP (AUT),026170nan
SW,TORUP,026180nan
SW,TORUP,026200nan
SW,LJUNGBY,026220nan
SW,HORBY,026230nan
SW,MARKARYD,026240nan
SW,MARKARYD,026241nan
SW,SKILLINGE,026250nan
SW,OSBY,026260nan
SW,LUND-SOL,026270nan
SW,HANO,026280nan
SW,HASTVEDA,026290nan
SW,LINDEROD,026291nan
SW,LJUNGBYHED(SWE-AFB),026300nan
SW,UTKLIPPAN,026320nan
SW,LUND SOL,026330nan
SW,MALMO,026350nan
SW,STURUP,026360nan
SW,SMYGEHUK (LGT-H),026380nan
SW,YSTAD             &,026390nan
SW,VAXJO/URASA(SAFB),026400nan
SW,KRONOBERG,026410nan
SW,OLANDS SODRA UDDE,026440nan
SW,OLANDSBRON LAG,026460nan
SW,VAXJO,026480nan
SW,HANO ISLAND (LGT-H),026500nan
SW,KRISTIANSTAD,026510nan
SW,KRISTIANSTAD,026520nan
SW,RINKABY,026531nan
SW,STENSHUVUD        &,026540nan
SW,SANDHAMMAREN(LGT-H),026560nan
SW,KOSTA (ORREFORS),026610nan
SW,RONNEBY,026640nan
SW,UNGSKAR,026660nan
SW,KARLSKRONA-SODERSTJERNA,026670nan
SW,KALMAR,026700nan
SW,KALMAR,026720nan
SW,OLANDS SODRA UDDE,026760nan
SW,HOBURG A,026790nan
SW,HOBURG,026800nan
SW,VRETA KLOSTER,026810nan
SW,OLANDS SODRA GRUND,026850nan
FI,KILPISJARVI SAANA,027010nan
FI,INARI KAAMANEN,027020nan
FI,ESPOO SEPANKYLA,027030nan
FI,HATTULA LEPAA AWS,027040nan
FI,PELKOSENNIEMI PYHATUNTURI,027050nan
FI,LOHJA PORLA,027060nan
FI,KARVIA ALKKIA,027080nan
FI,VESANTO SONKARI,027100nan
FI,VAASA KESKUSTA,027110nan
FI,HAMEENLINNA LAMMI EVO,027130nan
FI,VAALA PELSO,027140nan
FI,HYRYNSALM KYTOMAKI,027150nan
FI,RANUA KK,027160nan
FI,KITTILA POKKA,027170nan
FI,PUUMALA KK URHEILUKENTTA,027180nan
FI,SODANKYLA KOKKA,027190nan
FI,KITTILA,027200nan
FI,KOKKOLA TANKAR,027210nan
FI,INARI SAARISELKA,027220nan
FI,KITTILA LEVITUNTURI,027230nan
FI,LUMPARLAND LANGNAS HARBOUR,027240nan
FI,HALSUA KANALA PUROLA,027250nan
FI,ENONTEKIO NAKKALA,027260nan
FI,ASIKKALA PULKKILANHARJU,027270nan
FI,TAIPALSAARI KYLANIEMI,027280nan
FI,JAMSA HIMOS,027290nan
FI,SAVOLINNA RUUNAVUORI,027300nan
FI,PUUMALA KK,027310nan
FI,KUOPIO RITONIEMI,027320nan
FI,LAPPEENRANTA KONNUNSUO,027330nan
FI,PARIKKALA KOITSANLAHTI,027340nan
FI,VIRRAT AIJANNEVA,027350nan
FI,JUVA PARTALA,027360nan
FI,TOHOLAMPI LAITALA,027370nan
FI,PYHAJARVI OL OJAKYLA,027380nan
FI,SOTKAMO KUOLANIEMI,027390nan
FI,JOMALA JOMLABY,027410nan
FI,KEMIONSAARI VANO,027430nan
FI,TAMPERE SATAKUNNANKATU,027440nan
FI,SALLA NARUSKA,027450nan
FI,HANKO TULLINIEMI,027460nan
FI,TURKU RAJAKARI,027470nan
FI,VARKAUS,027480nan
FI,HANKO TVARMINNE,027500nan
FI,PORI TAHKOLUOTO HARBOUR,027510nan
FI,KRISTIINANKAUPUNKI LIGHTHOUSE,027520nan
FI,KANKAANPAA NIINISALO AIRFIELD,027530nan
FI,HAMEENLINNA KATINEN,027540nan
FI,YLIVIESKA AIRFIELD,027550nan
FI,SALO KARKKA,027560nan
FI,RAASEPORI JUSSARO,027570nan
FI,VIHTI MAASOJA,027580nan
FI,PORVOO HARABACKA,027590nan
FI,KUUSAMO RUKA TALVIJARVI,027600nan
FI,RAUMA KYLMAPIHLAJA,027610nan
FI,KOKEMAKI PEIPOHJA HYRKOLA,027620nan
FI,TAMPERE HARMALA,027630nan
FI,KITTILA LOMPOLONVUOMA,027640nan
FI,LUHANKA JUDINSALO,027650nan
FI,ILOMANTSI POTSONVAARA,027660nan
FI,HAMEENLINNA LAMMI PAPPILA,027670nan
FI,HEINOLA ASEMANTAUS,027680nan
FI,KAUHAJOKI KUJA-KOKKO,027690nan
FI,JUUPAJOKI HYYTIALA,027700nan
FI,JOUTSA LEIVONMAKI SAVENAHO,027710nan
FI,RANTASALMI RUKKASLUOTO,027720nan
FI,TURKU ARTUKAINEN,027730nan
FI,SALO KIIKALA AIRFIELD,027770nan
FI,SAVONLINNA PUNKAHARJU,027780nan
FI,KORSNAS BREDSKARET,027800nan
FI,STROMMINGSBADN,027810nan
FI,LAMMI ISO-EVO,027830nan
FI,ALAJARVI MOKSY,027870nan
FI,KUOPIO MAANINKA,027880nan
FI,RAUTAVAARA YLA-LUOSTA,027890nan
FI,KUMLINGE KK,027900nan
FI,JUUKA NIEMELA,027910nan
FI,LIPERI TUISKAVANLUOTO,027930nan
FI,KIRKKONUMMI MAKILUOTO,027940nan
FI,HELSINKI HARMAJA,027950nan
FI,LIEKSA LAMPELA,027960nan
FI,HAAPAVEST MUSTIKKAMAKI,027970nan
FI,VALTIMO KK,027980nan
FI,KUHMO KALLIOJOKI,027990nan
FI,RAAHE NAHKIAINEN,028000nan
FI,ENONTEKIO KILPISJARVI,028010nan
FI,SIIKAJOKI REVONLAHTI,028030nan
FI,TAIVALKOSKI KK URHEILUTIE,028040nan
FI,UTSJOKI KEVO,028050nan
FI,KAAMANEN,028060nan
FI,IVALO,028070nan
FI,ENONTEKIO,028075nan
FI,INARI SEVETTIJARVI,028080nan
FI,KUUSAMO KIUTAKONGAS,028110nan
FI,YLITORNIO MELTOSJARVI,028120nan
FI,ROVANIEMI APUKKA,028130nan
FI,KEMIJARVI AIRFIELD,028140nan
FI,SAVUKOSKI KK,028150nan
FI,SODANKYLA VUOTSO,028160nan
FI,SAARISELKA KAUNISPAA,028170nan
FI,INARI RAJAJOOSEPPI,028180nan
FI,SALLA VARRIOTUNTURI,028190nan
FI,MUONIO LAUKUKERO,028200nan
FI,MUONIO SAMMALTUNTURI,028210nan
FI,MUONIO ALAMUONIO,028230nan
FI,KITTILA,028234nan
FI,KITTILA KENTTAROVA,028240nan
FI,UTSJOKI NUORGAM,028250nan
FI,INARI VAYLA,028270nan
FI,KAARINA YLTOINEN,028280nan
FI,HYVINKAA HYVINKAANKYLA,028290nan
FI,KOUVOLA ANJALA,028300nan
FI,VIROLAHTI KOIVUNIEMI,028310nan
FI,TOHMAJARVI KEMIE,028320nan
FI,SEINAJOKI PELMAA,028330nan
FI,VIEREMA KAARAKKALA,028340nan
FI,INARI NELLIM,028350nan
FI,SODANKYLA,028360nan
FI,PELLO CENTRE,028440nan
FI,ROVANIEMI,028450nan
FI,ROVANIEMI RAUTATIEASEMA,028470nan
FI,SALLA,028480nan
FI,SALLA KK MYLLYTIE,028490nan
FI,VARKAUS KOLSUANNIEMI,028500nan
FI,OULU OULUNSALO PELLONPAA,028510nan
FI,KOKKOLA HOLLIHAKA,028520nan
FI,INARI ANGELI LINTUPUOLISELKA,028570nan
FI,INARI KIRAKKAJARVI,028580nan
FI,PUOLANKA PALJAKKA,028590nan
FI,KITTILA KK,028600nan
FI,KEMI AJOS,028620nan
FI,KEMI I LIGHTHOUSE,028630nan
FI,KEMI TORNIO,028640nan
FI,KUIVANIEMI,028650nan
FI,PUDASJARVI AIRFIELD,028660nan
FI,PUDASJARVI,028670nan
FI,KUUSAMO RUKATUNTURI,028680nan
FI,KUUSAMO,028690nan
FI,RAAHE LAPALUOTO HARBOUR,028720nan
FI,HAILUOTO MARJANIEMI,028730nan
FI,HAILUOTO ISLAND,028740nan
FI,YLIVIESKA,028744nan
FI,OULU,028750nan
FI,OULU VIHREASAARI HARBOUR,028760nan
FI,SUOMUSSALMI,028790nan
FI,TORNIO TORPPI,028800nan
FI,RANUA AIRFIELD,028810nan
FI,KITTILA MATOROVA,028820nan
FI,KAJAANI PETAISENNISKA,028830nan
FI,INARI SEITALAASSA,028880nan
FI,SUOMUSSALMI PESIO,028890nan
FI,UTSJOKI KEVO KEVOJARVI,028900nan
FI,KAJAANI,028970nan
FI,MASSKAR,029010nan
FI,ULKOKALLA,029020nan
FI,KRUUNUPYY,029030nan
FI,NIVALA,029050nan
FI,KEMIONSAARI KEMIO,029060nan
FI,KALAJOKI ULKOKALLA,029070nan
FI,MUSTASAARI VALASSAARET,029100nan
FI,VAASA,029110nan
FI,VAASA,029120nan
FI,KAUHAVA,029130nan
FI,KRUUNUPYY,029135nan
FI,KAUHAVA KK UUNIMAANTIE,029140nan
FI,VIITASAARI,029150nan
FI,KUOPIO,029170nan
FI,LAPPEENRANTA HIEKKAPAKKA,029190nan
FI,ILOMANTSI,029191nan
FI,PIETARSAARI KALLAN,029200nan
FI,MOIKIPAA,029210nan
FI,AHTARI MYLLYMAKI,029240nan
FI,ILMAJOKI,029244nan
FI,SEINAJOKI,029245nan
FI,PORI RAILWAY STATION,029260nan
FI,MULTIA KARHILA,029270nan
FI,JOENSUU LINNUNLAHTI,029280nan
FI,JOENSUU,029290nan
FI,KASKINEN SALGRUND,029310nan
FI,HELSINKI RAILWAY STATION SQ,029340nan
FI,JYVASKYLA,029350nan
FI,KOKEMAKI TULKKILA,029370nan
FI,ILOMANTSI MEKRIJARVI,029390nan
FI,KANKAANPAA NIINISALO PUOLVOIM,029420nan
FI,TAMPERE SIILINKARI,029430nan
FI,TAMPERE PIRKKALA,029440nan
FI,HALLI,029450nan
FI,JAMSA HALLI LENTOASEMANTIE,029460nan
FI,MIKKELI,029470nan
FI,VARKAUS,029474nan
FI,SAVONLINNA,029480nan
FI,SOMERO SALKOLA,029490nan
FI,PARAINEN FAGERHOLM,029500nan
FI,PORI,029520nan
FI,HAMEENLINNA,029530nan
FI,KUOPIO SAVILAHTI,029550nan
FI,KOUVOLA UTTI LENTOPORTINTIE,029560nan
FI,VAASA KLEMETTILA,029570nan
FI,LAPPEENRANTA,029580nan
FI,LAPPEENRANTA LEPOLA,029590nan
FI,RAIJALA,029600nan
FI,KUUSKAJASKARI,029610nan
FI,JOKIOINEN,029630nan
FI,KUSTAVI ISOKARI,029640nan
FI,LAHTI LAUNE,029650nan
FI,UTTI,029660nan
FI,KOTKA HAAPASAARI,029670nan
FI,KOTKA KIRKONMAA,029680nan
FI,MARIEHAMN,029700nan
FI,JOMALA,029710nan
FI,TURKU,029720nan
FI,SUOMUSJARVI,029730nan
FI,HELSINKI VANTAA,029740nan
FI,HELSINKI MALMI,029750nan
FI,KOTKA RANKKI,029760nan
FI,HELSINKI KAISANIEMI,029780nan
FI,KOKAR BOGSKAR,029790nan
FI,LEMLAND NYHAMN,029800nan
FI,PARAINEN UTO,029810nan
FI,HANKO RUSSARO,029820nan
FI,NURMIJARVI GEOPHSICAL OBSERVATORY,029830nan
FI,INKOO BAGASKAR,029840nan
FI,ESPOO TAPIOLA,029851nan
FI,KATAJALUOTO,029860nan
FI,PORVOO KALLBADAGRUND,029870nan
FI,ISOSAARI,029880nan
FI,HELSINKI LIGHTHOUSE,029890nan
FI,KUMLINGE ISLAND,029900nan
FI,PORVOO EMASALO,029910nan
FI,LOVIISA ORRENGRUND,029920nan
FI,HAMMARLAND MARKET,029930nan
FI,RYMATTYLA RAULA,029960nan
FI,HELSINKI KUMPULA,029980nan
UK,MUCKLE FLUGGA,030010nan
UK,BALTASOUND NO.2,030020nan
UK,SUMBURGH,030030nan
UK,COLLAFIRTH HILL,030040nan
UK,LERWICK,030050nan
UK,SELLA NESS,030060nan
UK,SCATSTA,030064nan
UK,UNST ISLAND,030065nan
UK,MUCKLE HOLM,030070nan
UK,FAIR ISLE,030080nan
UK,NORTH RONALDSAY ISL,030090nan
UK,SULE SKERRY,030100nan
UK,NORTH RONA ISLAND,030110nan
UK,FOULA,030130nan
UK,FOULA NO2,030140nan
UK,KIRKWALL,030170nan
UK,WOODVALE,030180nan
UK,SAINT KILDA ISLAND,030200nan
UK,LOCHBOISDALE,030210nan
UK,BENBECULA,030220nan
UK,SOUTH UIST RANGE,030230nan
UK,HYSKEIR (LGT-H),030240nan
UK,BUTT OF LEWIS (LH),030250nan
UK,STORNOWAY,030260nan
UK,WATERSTEIN,030270nan
UK,NEIST POINT (LGT-H),030280nan
UK,ARDNAMURCHAN(LGT-H),030290nan
UK,SAASAIG,030300nan
UK,LOCH GLASCARNOCH,030310nan
UK,RUBH RE,030320nan
UK,DIABAIG,030330nan
UK,AULTBEA NO2,030340nan
UK,BARRA ISLAND,030350nan
UK,BROADFORD,030360nan
UK,SKYE/LUSA,030370nan
UK,FORT WILLIAM,030380nan
UK,BEALACH NA BA NO2,030390nan
UK,KILMORY,030400nan
UK,AONACH MOR,030410nan
UK,LOCHCARRON,030430nan
UK,ALTNAHARRA NO2,030440nan
UK,LOCHLUICHART,030460nan
UK,TULLOCH BRIDGE,030470nan
UK,CAPE WRATH (LGT-H),030490nan
UK,FORT AUGUSTUS,030500nan
UK,SHIN-IN-SUTHERLAND,030520nan
UK,SHIN,030521nan
UK,NAIRN,030530nan
UK,STRATHY PT. (LGT-H),030540nan
UK,RACKWICK,030550nan
UK,DALWHINNIE,030560nan
UK,FOYERS,030570nan
UK,INVERGORDON HARBOUR,030580nan
UK,INVERNESS,030590nan
UK,TUMMEL BRIDGE,030600nan
UK,TARBAT NESS (CAPE),030610nan
UK,TAIN RANGE (SAWS),030620nan
UK,AVIEMORE,030630nan
UK,GLENMORE LODGE,030640nan
UK,CAIRNGORM SUMMIT,030650nan
UK,KINLOSS,030660nan
UK,FEALAR LODGE,030670nan
UK,LOSSIEMOUTH,030680nan
UK,GLENLIVET,030700nan
UK,GRANTOWN-ON-SPEY,030710nan
UK,CAIRNWELL,030720nan
UK,SCRABSTER HARBOUR,030740nan
UK,WICK,030750nan
UK,MERRYFIELD ARPT / RNAS,030755nan
UK,TEMP FOR 03075,030760nan
UK,LYBSTER,030770nan
UK,ABOYNE NO2,030800nan
UK,SPITTAL OF GLENSHEE,030820nan
UK,KIRKMICHAEL,030840nan
UK,INCHMARLO,030850nan
UK,INVERBERVIE NO.2,030880nan
UK,USAN,030890nan
UK,WINDY HEAD,030900nan
UK,DYCE,030910nan
UK,PETERHEAD HARBOUR,030920nan
UK,FRASERBURGH (LGT-H),030930nan
UK,ROSEHEARTY,030940nan
UK,BRIDGE OF CLAY,030960nan
UK,ENOCHDHU,030970nan
UK,TIREE,031000nan
UK,ORSAY (LGT-H),031020nan
UK,ISLAY: PORT ELLEN,031050nan
UK,ISLAY (PORT ELLEN),031051nan
UK,ISLAY (PORT ELLEN),031053nan
UK,RHUVAAL,031060nan
UK,DHU LOCH,031070nan
UK,MACHRIHANISH,031110nan
UK,OBAN,031140nan
UK,DALMALLY  STRONMILCHAN,031160nan
UK,CORSEWALL PT. (LH),031180nan
UK,PORTPATRICK,031190nan
UK,LOCHRANZA NO3,031200nan
UK,KILDONAN,031210nan
UK,PLADDA (LGT-H),031220nan
UK,ARDROSSAN,031290nan
UK,WEST FREUGH,031300nan
UK,MULL OF GALLOWAY LH,031310nan
UK,WEST FREUGH (AUT),031320nan
UK,SLOY,031330nan
UK,GLASGOW BISHOPTON,031340nan
UK,PRESTWICK,031350nan
UK,PRESTWICK RNAS,031360nan
UK,WHITHORN,031370nan
UK,GREENOCK MRCC,031380nan
UK,SAUGHALL,031390nan
UK,CAMPBELTOWN,031394nan
UK,GLASGOW,031400nan
UK,MAGNUS OIL PLATFORM,031401nan
UK,BRUCE OIL PLATFORM,031402nan
UK,HARDING OIL PLATFORM,031403nan
UK,MILLER OIL PLATFORM,031404nan
UK,ANDREW OIL PLATFORM,031405nan
UK,MUNGO OIL PLATFORM,031406nan
UK,MARNOCK OIL PLATFORM,031407nan
UK,RAVENSPURN N OIL PLATFORM,031408nan
UK,WEST SOLE OIL PLATFORM,031409nan
UK,SCHIEHALLION FPSO OIL PLATFORM,031411nan
UK,CLAIR OIL PLATFORM,031412nan
UK,CLEETON OIL PLATFORM,031413nan
UK,KILLIN,031430nan
UK,STRATHALLEN AIRFIELD,031440nan
UK,GLASGOW WEA. CEN.,031450nan
UK,GLENLEE,031470nan
UK,GLEN OGLE,031480nan
UK,BECAME STN 031491,031490nan
UK,CRAWFORDJOHN,031500nan
UK,SALSBURGH,031520nan
UK,DUNDRENNAN,031530nan
UK,DUMFRIES/DRUNGANS,031540nan
UK,DRUMALBIN,031550nan
UK,PITREAVIE,031560nan
UK,PERTH/SCONE,031570nan
UK,PERTH/SCONE,031571nan
UK,PERTH/SCONE,031573nan
UK,CHARTERHALL,031580nan
UK,INCHKEITH,031590nan
UK,EDINBURGH,031600nan
UK,EDDLESTON,031610nan
UK,ESKDALEMUIR,031620nan
UK,DUNDEE,031634nan
UK,BIGGAR,031640nan
UK,SPADEADAM,031650nan
UK,EDINBURGH GOGARBANK,031660nan
UK,BASS ROCK (LGT-H),031670nan
UK,GALASHIELS,031680nan
UK,SHANWELL,031700nan
UK,LEUCHARS,031710nan
UK,FIFE NESS,031740nan
UK,CARTERHOUSE,031760nan
UK,BELL ROCK (LGT-H),031770nan
UK,ST. ABB'S HEAD (LH),031850nan
UK,SEAHOUSES,031900nan
IM,ISLE OF MAN,032040nan
IM,CALF OF MAN (AUX),032050nan
UK,SNAEFELL-ISLE,032070nan
IM,POINT OF AYRE (LH),032080nan
UK,DRUMBURGH,032090nan
UK,ST BEES HEAD NO.2,032100nan
UK,ST. BEES HEAD (LH),032110nan
UK,KESWICK,032120nan
UK,ESKMEALS,032130nan
UK,WALNEY ISLAND,032140nan
UK,WARTON,032145nan
UK,ASPATRIA,032150nan
UK,BROMFIELD,032160nan
UK,CARLISLE,032200nan
UK,CAUSEWAY FOOT,032210nan
UK,CARLISLE,032220nan
UK,RYDAL,032230nan
UK,SPADEADAM NO2,032240nan
UK,SHAP,032250nan
UK,WARCOP RANGE,032260nan
UK,GREAT DUN FELL NO2,032270nan
UK,WHINS POND (AUX),032280nan
UK,GREAT DUN FELL,032290nan
UK,REDESDALE CAMP,032300nan
UK,RIBBLEHEAD,032330nan
UK,BOLTSHOPE PARK,032350nan
UK,FOREST,032370nan
UK,ALBEMARLE,032380nan
UK,BOULMER,032400nan
UK,LONG FRAMLINGTON,032410nan
UK,BURNHOPE,032420nan
UK,NEWCASTLE/WOOLSING.,032431nan
UK,NEWCASTLE,032433nan
UK,NEWCASTLE WX CENTRE,032450nan
UK,NEWCASTLE WEATHER CENTRE,032460nan
UK,SUNDERLAND UNIVERSITY,032490nan
UK,LEEMING,032570nan
UK,DISHFORTH,032610nan
UK,TYNEMOUTH,032620nan
UK,DURHAM TEES VALLEY AIRPORT,032635nan
UK,TOPCLIFFE,032643nan
UK,TOPCLIFFE,032650nan
UK,LINTON ON OUSE,032660nan
UK,TEESMOUTH,032690nan
UK,TEESMOUTH (AUX),032710nan
UK,LOFTUS,032750nan
UK,CATTERICK,032800nan
UK,FYLINGDALES,032810nan
UK,WHITBY,032820nan
UK,FLAMBOROUGH HEAD,032910nan
UK,BRIDLINGTON MRSC,032920nan
UK,COWDEN,032930nan
UK,MONA,033010nan
UK,VALLEY,033020nan
UK,AMLWCH,033030nan
UK,CAPEL CURIG NO3,033050nan
UK,SNOWDON SUMMIT,033080nan
UK,YSPYTTY IFAN,033090nan
UK,HOLYHEAD,033110nan
UK,RHYL,033120nan
UK,RHYL NO2,033130nan
UK,MOEL-Y-CRIO,033140nan
UK,FORMBY (DEAD),033150nan
UK,CROSBY,033160nan
UK,WOODVALE(RAF),033170nan
UK,BLACKPOOL,033180nan
UK,FLEETWOOD,033190nan
UK,HAWARDEN,033210nan
UK,AUGHTON,033220nan
UK,LIVERPOOL AIRPORT,033230nan
UK,LIVERPOOL,033233nan
UK,WINTER HILL,033290nan
UK,LEEK THORNCLIFFE,033300nan
UK,MANCHESTER,033340nan
UK,MANCHESTER/BARTON,033350nan
UK,CELLARHEAD,033380nan
UK,SKIPTON NO2,033390nan
UK,HOLME MOSS (AUT),033400nan
UK,FLASH-IN-STAFFORD,033410nan
UK,HOLME MOSS,033420nan
UK,HUDDERSFIELD/OAKES,033430nan
UK,BINGLEY NO.2,033440nan
UK,EMLEY MOOR,033450nan
UK,EMLEY MOOR NO 2,033460nan
UK,LEEDS BRADFORD,033463nan
UK,PENZANCE HELIPORT,033464nan
UK,NEWQUAY CORNWALL,033465nan
UK,LEEDS WEATHER CTR,033470nan
UK,SHEFFIELD CITY,033475nan
UK,WOODFORD,033480nan
UK,ROSTHERNE NO 2,033510nan
UK,NOTTINGHAM/WATNALL,033540nan
UK,CHURCH FENTON,033550nan
UK,FINNINGLEY(RAF),033600nan
UK,SYERSTON,033631nan
UK,HEMSWELL,033700nan
UK,BARKSTON HEATH,033723nan
UK,SCAMPTON,033730nan
UK,HUMBERSIDE,033735nan
UK,WADDINGTON,033770nan
UK,CRANWELL,033790nan
UK,LECONFIELD,033820nan
UK,LECONFIELD,033830nan
UK,LECONFIELD (AUT),033840nan
UK,DONNA NOOK,033850nan
UK,DONNA NOOK RAF,033851nan
UK,NORTH COATES (AUT),033860nan
UK,EASINGTON,033870nan
UK,BINBROOK(RAF),033880nan
UK,INNER DOWSING (LH),033900nan
UK,CONINGSBY,033910nan
UK,WAINFLEET (AUT),033920nan
UK,DONNA NOOK (AUT),033930nan
UK,GIBRALTAR POINT,033940nan
UK,SPURN HEAD (POINT),033960nan
UK,SPURN HEAD (POINT),033961nan
UK,HUMBER (LGT-VSL),033980nan
UK,DOWSING (LGT-VSL),033990nan
UK,BARDSEY ISL (LGT-H),034000nan
UK,PORTHDYNLLAEN,034010nan
UK,MYNYDD RHIW,034020nan
UK,NANTMOR,034030nan
UK,ABERDOVEY,034040nan
UK,ABERDARON,034050nan
UK,LLANBEDR,034053nan
UK,DONCASTER SHEFFIELD,034054nan
UK,NORTH DENES AIRPORT,034055nan
UK,TRAWSFYNYDD,034060nan
UK,LLANBEDR,034070nan
UK,CYNWYD,034080nan
UK,BALA,034090nan
UK,LAKE VYRNWY NO2,034100nan
UK,ABERHOSAN,034110nan
UK,SHAWBURY,034140nan
UK,COSFORD,034145nan
UK,SHAWBURY (SAWS),034150nan
UK,BOGUS ENGLAND,034160nan
UK,TERNHILL(RAF),034180nan
UK,NOTTINGHAM EAST MIDLANDS,034185nan
UK,COTTESMORE,034530nan
UK,TEMP FOR 03453,034540nan
UK,WITTERING (AUT),034610nan
UK,WITTERING,034620nan
UK,HOLBEACH (AUT),034690nan
UK,HOLBEACH RAF RANGE,034700nan
UK,HOLBEACH RAF RANGE,034701nan
UK,MARHAM,034820nan
UK,WEST RAYNHAM,034850nan
UK,SCULTHORPE (AF MET),034870nan
UK,SCULTHORPE (AF MET),034873nan
UK,HIGH WICOMBE(USAF),034875nan
UK,WEYBOURNE,034880nan
UK,NORWICH,034920nan
UK,NORWICH WEA CNTRE &,034925nan
UK,CROMER (LGT-H),034930nan
UK,CROMER,034940nan
UK,COLTISHALL,034950nan
UK,HEMSBY,034960nan
UK,GORLESTON,034970nan
UK,NEWARP (LGT-VSL),034980nan
UK,BECAME STN 034991,034990nan
UK,CAPEL DEWI,035010nan
UK,ABERPORTH,035020nan
UK,TRAWSGOED,035030nan
UK,ESGAIRWEN,035031nan
UK,CENARTH-IN-RADNOR,035040nan
UK,SAINT HARMON,035050nan
UK,CENARTH MILL,035051nan
UK,SENNYBRIDGE NO2,035070nan
UK,NORWICH,035077nan
UK,NEWCASTLE ON CLUN,035110nan
UK,LYONSHALL,035121nan
UK,SHOBDON AIRFIELD,035200nan
UK,MADLEY,035210nan
UK,HEREFORD/CREDENHILL,035220nan
UK,MALVERN,035250nan
UK,BARBOURNE,035260nan
UK,GREAT MALVERN,035270nan
UK,PERSHORE,035280nan
UK,PERSHORE,035290nan
UK,BIRMINGHAM/EDBASTON,035310nan
UK,BIRMINGHAM,035340nan
UK,COLESHILL,035350nan
UK,HINTS/LICHFIELD MST,035360nan
UK,COVENTRY AIRPORT,035410nan
UK,COVENTRY,035413nan
UK,RAF HETHEL,035420nan
UK,RAF RIDGEWELL,035430nan
UK,CHURCH LAWFORD,035440nan
UK,RAF GREAT ASHFIELD,035450nan
UK,RAF TIBENHAM,035460nan
UK,BITTESWELL,035471nan
UK,RAF SNETTERTON HEATH,035480nan
UK,RAF OLD BUCKENHAM,035490nan
UK,RAF BODNEY,035500nan
UK,RAF HORHAM,035510nan
UK,RAF DUXFORD,035520nan
UK,RAF DEENETHORPE,035530nan
UK,KINGS CLIFF RAF,035540nan
UK,CRANFIELD,035570nan
UK,CRANFIELD,035571nan
UK,CRANFIELD,035573nan
UK,BEDFORD AIRPORT,035580nan
UK,CARDINGTON,035590nan
UK,BEDFORD,035600nan
UK,RAF BURY ST EDMUNDS,035610nan
